order_id;order_date;ship_date;ship_mode;customer_id
CA-2016-135965;22.09.2016;25.09.2016;First Class;SZ-20035
CA-2017-149699;22.12.2017;24.12.2017;First Class;CM-12115
CA-2016-166429;02.09.2016;08.09.2016;Standard Class;TG-21310
CA-2015-112767;02.08.2015;06.08.2015;Standard Class;DK-12985
CA-2015-119879;21.11.2015;25.11.2015;Standard Class;SS-20410
CA-2017-155642;18.05.2017;22.05.2017;Standard Class;BM-11575
US-2017-101721;23.07.2017;27.07.2017;Standard Class;MY-17380
CA-2015-136728;13.09.2015;17.09.2015;Second Class;AG-10900
CA-2016-127194;10.12.2016;16.12.2016;Standard Class;BW-11110
CA-2015-140375;02.10.2015;05.10.2015;Second Class;SG-20470
US-2017-155866;17.11.2017;21.11.2017;Standard Class;CC-12370
CA-2015-141327;30.11.2015;03.12.2015;First Class;LR-16915
CA-2015-136700;06.12.2015;11.12.2015;Second Class;DB-13120
CA-2017-102736;05.09.2017;09.09.2017;Standard Class;LP-17095
CA-2017-125269;24.04.2017;30.04.2017;Standard Class;AF-10870
CA-2015-114811;08.11.2015;08.11.2015;Same Day;KD-16495
CA-2015-122266;26.04.2015;30.04.2015;Standard Class;SA-20830
CA-2015-141565;20.09.2015;24.09.2015;Standard Class;BG-11035
CA-2017-128769;07.09.2017;12.09.2017;Standard Class;DM-12955
CA-2016-116337;07.11.2016;12.11.2016;Standard Class;MC-17845
CA-2015-120845;25.09.2015;02.10.2015;Standard Class;ML-17395
CA-2014-120775;03.10.2014;07.10.2014;Standard Class;RD-19930
CA-2014-152905;18.02.2014;24.02.2014;Standard Class;AB-10015
CA-2016-104633;12.06.2016;16.06.2016;Standard Class;EA-14035
CA-2017-104136;01.11.2017;04.11.2017;Second Class;SF-20065
CA-2016-123050;04.04.2016;08.04.2016;Second Class;BC-11125
CA-2016-162355;30.06.2016;02.07.2016;Second Class;PF-19165
CA-2014-158225;22.09.2014;28.09.2014;Standard Class;SE-20110
CA-2017-102204;01.05.2017;06.05.2017;Standard Class;CJ-12010
CA-2017-103065;20.10.2017;20.10.2017;Same Day;PT-19090
CA-2014-109855;01.09.2014;05.09.2014;Standard Class;LH-16900
CA-2014-109897;12.08.2014;16.08.2014;Standard Class;BW-11200
US-2014-143581;19.08.2014;23.08.2014;Standard Class;BS-11365
CA-2015-129217;10.05.2015;10.05.2015;Same Day;DP-13390
CA-2016-133816;10.05.2016;13.05.2016;Second Class;CS-12400
CA-2015-140221;05.03.2015;09.03.2015;Second Class;MS-17365
CA-2017-152310;12.08.2017;19.08.2017;Standard Class;DK-12895
CA-2016-118101;26.06.2016;26.06.2016;Same Day;SN-20560
CA-2016-100307;15.12.2016;19.12.2016;Standard Class;TC-21475
CA-2015-138457;13.09.2015;17.09.2015;Standard Class;AM-10705
CA-2014-131800;30.12.2014;04.01.2015;Standard Class;AJ-10960
CA-2014-118304;29.04.2014;04.05.2014;Standard Class;KH-16360
CA-2017-121790;30.01.2017;06.02.2017;Standard Class;LP-17095
CA-2016-169670;25.12.2016;31.12.2016;Standard Class;JE-15715
CA-2016-139549;20.10.2016;25.10.2016;Standard Class;MY-18295
CA-2015-104059;13.06.2015;15.06.2015;Second Class;FC-14245
CA-2017-164112;30.06.2017;04.07.2017;Standard Class;ND-18460
CA-2015-143882;26.06.2015;30.06.2015;Standard Class;DB-13360
US-2016-139262;21.02.2016;25.02.2016;Standard Class;LC-16960
CA-2017-146192;22.04.2017;26.04.2017;Standard Class;BD-11725
CA-2017-134810;09.05.2017;10.05.2017;First Class;MC-17605
CA-2015-154284;21.12.2015;26.12.2015;Second Class;SZ-20035
CA-2014-156244;12.08.2014;16.08.2014;Standard Class;DH-13675
CA-2015-106362;11.12.2015;15.12.2015;Standard Class;LC-16885
US-2017-168802;03.11.2017;07.11.2017;Standard Class;JO-15145
US-2017-146906;13.03.2017;17.03.2017;Standard Class;MT-17815
CA-2016-166380;30.05.2016;03.06.2016;Standard Class;EB-13750
US-2015-158911;05.07.2015;11.07.2015;Standard Class;RS-19765
US-2014-103338;11.03.2014;15.03.2014;Standard Class;RB-19435
CA-2015-109169;20.04.2015;24.04.2015;Standard Class;OT-18730
US-2017-167318;26.07.2017;01.08.2017;Standard Class;GZ-14545
US-2014-120313;31.10.2014;02.11.2014;Second Class;NL-18310
CA-2017-135419;03.11.2017;09.11.2017;Standard Class;BG-11740
CA-2016-128671;11.08.2016;16.08.2016;Standard Class;MT-18070
CA-2016-149335;25.07.2016;25.07.2016;Same Day;BC-11125
CA-2014-168312;01.03.2014;07.03.2014;Standard Class;GW-14605
US-2017-105935;26.01.2017;31.01.2017;Standard Class;BD-11500
CA-2014-161508;12.07.2014;16.07.2014;Standard Class;PV-18985
CA-2017-130904;11.04.2017;16.04.2017;Standard Class;HM-14980
CA-2017-133620;13.11.2017;18.11.2017;Standard Class;EM-14065
CA-2015-142937;05.12.2015;06.12.2015;First Class;SF-20065
US-2016-149790;26.09.2016;01.10.2016;Standard Class;SC-20380
CA-2016-130778;19.11.2016;25.11.2016;Standard Class;ND-18370
CA-2017-144456;08.09.2017;09.09.2017;First Class;FC-14245
CA-2017-103478;21.07.2017;24.07.2017;Second Class;KL-16555
CA-2017-118577;06.10.2017;11.10.2017;Standard Class;XP-21865
CA-2017-113572;07.11.2017;11.11.2017;Standard Class;FP-14320
CA-2016-153269;09.03.2016;12.03.2016;First Class;PS-18760
CA-2017-161655;13.05.2017;18.05.2017;Second Class;CW-11905
CA-2016-101469;02.07.2016;08.07.2016;Standard Class;KH-16360
CA-2014-153087;27.12.2014;03.01.2015;Standard Class;TC-20980
CA-2017-135076;13.04.2017;17.04.2017;Standard Class;YS-21880
CA-2014-161634;14.11.2014;20.11.2014;Standard Class;CC-12220
CA-2017-141481;11.06.2017;14.06.2017;First Class;ZD-21925
CA-2016-132549;25.11.2016;30.11.2016;Standard Class;JK-15370
US-2014-155544;21.03.2014;25.03.2014;Standard Class;GM-14440
US-2015-115238;30.04.2015;04.05.2015;Standard Class;JW-15220
CA-2017-132199;03.05.2017;08.05.2017;Standard Class;BO-11350
CA-2016-163174;26.08.2016;30.08.2016;Standard Class;XP-21865
CA-2014-110555;11.04.2014;18.04.2014;Standard Class;MM-18055
CA-2017-147207;02.01.2017;04.01.2017;Second Class;TS-21655
CA-2017-137631;28.04.2017;02.05.2017;Standard Class;JL-15235
CA-2017-157273;30.01.2017;02.02.2017;First Class;SZ-20035
CA-2014-109918;07.09.2014;12.09.2014;Second Class;LR-17035
CA-2016-118745;11.06.2016;16.06.2016;Standard Class;SV-20365
CA-2016-163972;17.10.2016;21.10.2016;Standard Class;MG-17890
CA-2014-165393;27.12.2014;30.12.2014;First Class;NC-18415
CA-2016-113726;24.11.2016;01.12.2016;Standard Class;SC-20680
CA-2016-152940;10.11.2016;13.11.2016;First Class;RO-19780
CA-2015-158701;05.01.2015;10.01.2015;Standard Class;JL-15175
CA-2017-156272;21.03.2017;27.03.2017;Standard Class;PW-19030
CA-2015-162964;12.11.2015;18.11.2015;Standard Class;MF-18250
CA-2014-103527;09.09.2014;14.09.2014;Second Class;CC-12220
CA-2016-134544;17.03.2016;19.03.2016;Second Class;AC-10660
CA-2016-163048;08.02.2016;15.02.2016;Standard Class;MH-17440
CA-2016-145135;26.11.2016;28.11.2016;First Class;CD-12790
CA-2017-137582;04.09.2017;08.09.2017;Standard Class;CV-12805
CA-2015-149601;28.05.2015;03.06.2015;Standard Class;TB-21625
CA-2014-139423;01.11.2014;05.11.2014;Standard Class;DG-13300
CA-2016-102596;27.12.2016;30.12.2016;First Class;RD-19810
CA-2017-153227;04.12.2017;06.12.2017;First Class;CS-12250
CA-2017-110625;23.12.2017;30.12.2017;Standard Class;JB-16045
CA-2016-142594;01.12.2016;06.12.2016;Second Class;EJ-14155
CA-2014-152254;30.06.2014;30.06.2014;Same Day;BD-11620
US-2014-120236;03.09.2014;04.09.2014;First Class;MR-17545
CA-2017-120061;02.11.2017;07.11.2017;Second Class;SR-20425
CA-2015-133837;13.04.2015;18.04.2015;Standard Class;TH-21100
CA-2015-110814;05.12.2015;09.12.2015;Second Class;BD-11635
CA-2016-154067;01.02.2016;07.02.2016;Standard Class;SM-20950
CA-2017-140480;08.07.2017;12.07.2017;Standard Class;HE-14800
CA-2015-134082;11.12.2015;17.12.2015;Standard Class;JK-15640
CA-2016-130820;15.11.2016;15.11.2016;Same Day;ON-18715
CA-2016-159765;09.05.2016;12.05.2016;Second Class;TH-21100
CA-2017-132290;10.03.2017;14.03.2017;Standard Class;MD-17350
CA-2016-147109;17.12.2016;21.12.2016;Standard Class;AH-10075
CA-2017-107265;06.04.2017;12.04.2017;Standard Class;ML-17755
CA-2017-118199;09.05.2017;11.05.2017;First Class;LB-16795
CA-2017-150091;12.10.2017;16.10.2017;Standard Class;NP-18670
CA-2016-137652;28.08.2016;30.08.2016;First Class;EB-13750
CA-2015-128356;02.10.2015;07.10.2015;Standard Class;RP-19390
CA-2017-167017;23.11.2017;25.11.2017;First Class;DC-12850
US-2017-132220;12.11.2017;16.11.2017;Standard Class;DJ-13510
CA-2016-118129;19.12.2016;21.12.2016;Second Class;CL-12565
US-2014-113124;30.03.2014;05.04.2014;Standard Class;NC-18340
CA-2017-155621;08.11.2017;13.11.2017;Standard Class;KN-16450
US-2014-127635;14.09.2014;18.09.2014;Second Class;SC-20260
CA-2015-151470;20.09.2015;26.09.2015;Standard Class;AM-10705
CA-2015-112823;10.12.2015;16.12.2015;Standard Class;RA-19945
CA-2014-108861;28.05.2014;01.06.2014;Standard Class;MM-17260
CA-2017-114370;14.03.2017;17.03.2017;Second Class;BN-11470
CA-2016-158302;08.12.2016;12.12.2016;Second Class;JB-16045
CA-2017-145779;06.05.2017;10.05.2017;Standard Class;DB-13615
US-2016-155173;06.03.2016;10.03.2016;Standard Class;JB-16045
CA-2017-125451;23.10.2017;24.10.2017;First Class;AH-10075
CA-2014-131387;28.04.2014;30.04.2014;First Class;AI-10855
CA-2016-125087;18.04.2016;23.04.2016;Standard Class;TH-21115
CA-2016-154081;22.05.2016;29.05.2016;Standard Class;JE-15610
US-2017-118556;28.05.2017;02.06.2017;Second Class;TH-21235
CA-2014-126200;25.08.2014;29.08.2014;Standard Class;JE-15715
CA-2014-146500;30.08.2014;04.09.2014;Standard Class;AT-10735
CA-2015-169537;03.09.2015;07.09.2015;Second Class;JH-15820
CA-2014-100881;28.03.2014;01.04.2014;Standard Class;DR-12940
CA-2015-144043;10.05.2015;15.05.2015;Standard Class;AB-10165
CA-2015-116512;09.04.2015;14.04.2015;Standard Class;MC-18100
CA-2015-101000;09.04.2015;14.04.2015;Standard Class;IG-15085
CA-2016-168557;19.09.2016;23.09.2016;Standard Class;FH-14275
US-2016-164196;11.11.2016;17.11.2016;Standard Class;AS-10285
US-2017-132031;23.04.2017;27.04.2017;Standard Class;PN-18775
CA-2015-169733;22.10.2015;26.10.2015;Second Class;GM-14500
CA-2017-169404;09.04.2017;14.04.2017;Standard Class;NC-18625
CA-2017-134880;27.10.2017;01.11.2017;Standard Class;TW-21025
CA-2015-145758;30.10.2015;30.10.2015;Same Day;BF-11020
CA-2017-158736;18.12.2017;24.12.2017;Standard Class;TT-21460
US-2016-119270;12.03.2016;16.03.2016;Standard Class;SW-20245
CA-2014-109890;21.07.2014;27.07.2014;Standard Class;PG-18820
CA-2016-138583;24.05.2016;28.05.2016;Standard Class;DP-13390
US-2017-118535;11.02.2017;15.02.2017;Standard Class;DJ-13510
CA-2016-126284;20.09.2016;24.09.2016;Standard Class;EN-13780
CA-2017-142391;24.09.2017;24.09.2017;Same Day;PB-19150
CA-2017-124716;27.03.2017;31.03.2017;Standard Class;BD-11560
CA-2016-158841;02.02.2016;04.02.2016;Second Class;SE-20110
CA-2017-106824;07.07.2017;11.07.2017;Standard Class;AT-10735
CA-2015-109190;23.10.2015;28.10.2015;Standard Class;CC-12685
CA-2016-143154;02.12.2016;08.12.2016;Standard Class;AS-10225
CA-2014-169061;05.03.2014;08.03.2014;Second Class;AB-10150
CA-2015-102316;01.03.2015;03.03.2015;Second Class;DH-13075
CA-2014-164903;20.02.2014;24.02.2014;Standard Class;SR-20740
CA-2016-109400;02.05.2016;06.05.2016;Standard Class;NR-18550
CA-2016-130400;08.03.2016;12.03.2016;Standard Class;SJ-20125
CA-2015-135853;11.12.2015;14.12.2015;First Class;CA-12775
CA-2016-103359;22.12.2016;26.12.2016;Standard Class;LC-16885
CA-2016-144645;02.02.2016;08.02.2016;Standard Class;NS-18640
CA-2017-141614;05.06.2017;09.06.2017;Standard Class;NS-18640
CA-2015-122168;21.08.2015;26.08.2015;Standard Class;HG-14965
CA-2016-132899;07.04.2016;11.04.2016;Standard Class;SF-20200
CA-2017-149720;04.06.2017;07.06.2017;Second Class;EM-14065
CA-2017-118003;04.12.2017;10.12.2017;Standard Class;DO-13645
CA-2016-141887;11.01.2016;15.01.2016;Standard Class;MP-17470
US-2016-160206;01.04.2016;07.04.2016;Standard Class;MY-18295
CA-2017-133074;21.09.2017;25.09.2017;Standard Class;DB-13615
CA-2017-161172;16.03.2017;16.03.2017;Same Day;SP-20920
CA-2017-137624;10.11.2017;17.11.2017;Standard Class;ME-17320
CA-2016-156748;30.11.2016;06.12.2016;Standard Class;BS-11755
CA-2015-169677;13.01.2015;15.01.2015;Second Class;KS-16300
US-2014-163146;16.05.2014;20.05.2014;Standard Class;CC-12475
CA-2015-157343;07.06.2015;11.06.2015;Standard Class;HD-14785
CA-2017-147354;09.03.2017;13.03.2017;Standard Class;KB-16315
CA-2015-157287;22.12.2015;23.12.2015;First Class;HR-14830
CA-2014-137575;06.08.2014;11.08.2014;Standard Class;TB-21625
CA-2016-119074;27.03.2016;31.03.2016;Standard Class;DS-13180
CA-2015-149566;05.12.2015;10.12.2015;Standard Class;GB-14530
CA-2015-126186;11.09.2015;12.09.2015;First Class;GB-14530
CA-2015-121132;17.07.2015;24.07.2015;Standard Class;VB-21745
CA-2014-140473;30.05.2014;03.06.2014;Standard Class;MC-17425
US-2017-102904;13.11.2017;20.11.2017;Standard Class;CB-12025
CA-2016-102092;09.12.2016;11.12.2016;First Class;PM-18940
CA-2015-117884;22.03.2015;22.03.2015;Same Day;DC-13285
CA-2016-132829;23.12.2016;26.12.2016;Second Class;LA-16780
CA-2016-123540;02.04.2016;06.04.2016;Second Class;DJ-13420
US-2017-108315;30.04.2017;04.05.2017;Standard Class;MH-18115
CA-2016-134110;17.11.2016;18.11.2016;First Class;BG-11035
US-2016-136581;10.11.2016;12.11.2016;First Class;SV-20365
CA-2016-162390;06.12.2016;12.12.2016;Standard Class;DP-13105
CA-2016-162222;03.04.2016;03.04.2016;Same Day;SR-20740
CA-2014-121629;28.11.2014;02.12.2014;Standard Class;BT-11680
CA-2015-164623;20.10.2015;22.10.2015;First Class;MS-17770
CA-2014-159849;19.09.2014;19.09.2014;Same Day;JK-15640
CA-2017-101273;27.08.2017;30.08.2017;Second Class;ST-20530
CA-2017-106747;03.07.2017;04.07.2017;First Class;TS-21505
CA-2017-146164;22.12.2017;26.12.2017;Standard Class;CM-12190
CA-2016-111605;27.12.2016;02.01.2017;Standard Class;JW-15955
CA-2014-130673;20.05.2014;22.05.2014;Second Class;MC-17590
CA-2014-104808;04.02.2014;08.02.2014;Second Class;MH-17440
US-2017-132927;09.12.2017;15.12.2017;Standard Class;RD-19720
CA-2017-162015;11.07.2017;18.07.2017;Standard Class;KB-16240
CA-2015-138492;15.05.2015;22.05.2015;Standard Class;FC-14335
CA-2017-145338;29.01.2017;01.02.2017;First Class;BD-11770
CA-2017-126676;29.09.2017;01.10.2017;First Class;FH-14365
CA-2017-101700;23.04.2017;26.04.2017;First Class;SO-20335
CA-2017-159667;09.11.2017;13.11.2017;Standard Class;PM-19135
CA-2014-111934;05.05.2014;07.05.2014;First Class;GD-14590
US-2016-117387;27.10.2016;31.10.2016;Standard Class;PA-19060
CA-2014-141110;26.11.2014;01.12.2014;Standard Class;LS-17200
US-2014-133949;31.12.2014;31.12.2014;Same Day;JL-15175
US-2016-116365;03.01.2016;08.01.2016;Standard Class;CA-12310
CA-2017-162936;18.08.2017;22.08.2017;Standard Class;CM-12160
CA-2014-151946;04.06.2014;09.06.2014;Standard Class;BT-11440
CA-2017-123624;13.11.2017;17.11.2017;Second Class;SE-20110
CA-2016-146437;28.01.2016;01.02.2016;Second Class;HG-14965
CA-2016-138233;09.11.2016;14.11.2016;Standard Class;PF-19165
CA-2016-165918;10.09.2016;14.09.2016;Standard Class;BD-11770
CA-2017-117513;03.03.2017;08.03.2017;Standard Class;BT-11395
CA-2017-132437;08.09.2017;13.09.2017;Second Class;EM-14095
US-2017-119319;06.11.2017;09.11.2017;Second Class;LC-17050
CA-2017-104318;13.05.2017;18.05.2017;Standard Class;FH-14275
US-2016-114230;27.11.2016;01.12.2016;Standard Class;CM-12235
CA-2015-136147;13.11.2015;18.11.2015;Standard Class;FM-14380
CA-2015-156118;08.12.2015;12.12.2015;Standard Class;HG-14965
CA-2015-164084;07.09.2015;12.09.2015;Standard Class;AG-10525
CA-2016-107783;28.07.2016;29.07.2016;First Class;OT-18730
CA-2017-159793;25.08.2017;29.08.2017;Standard Class;SV-20365
CA-2014-160094;30.04.2014;02.05.2014;First Class;JM-16195
CA-2017-151281;27.04.2017;02.05.2017;Standard Class;HM-14980
CA-2017-118346;23.07.2017;24.07.2017;First Class;PO-19180
CA-2014-129819;13.12.2014;15.12.2014;Second Class;KC-16675
US-2017-148551;12.01.2017;16.01.2017;Standard Class;DB-13120
CA-2017-147767;02.12.2017;02.12.2017;Same Day;SV-20935
CA-2015-108259;08.11.2015;15.11.2015;Standard Class;NS-18640
CA-2016-113341;25.11.2016;29.11.2016;Standard Class;MH-17455
US-2015-131842;05.12.2015;08.12.2015;First Class;RR-19525
CA-2016-164574;29.07.2016;03.08.2016;Standard Class;RH-19555
CA-2014-142769;13.09.2014;13.09.2014;Same Day;RP-19390
CA-2016-168361;21.06.2016;25.06.2016;Standard Class;KB-16600
CA-2016-153185;03.09.2016;08.09.2016;Standard Class;MH-17620
CA-2017-124765;25.11.2017;30.11.2017;Standard Class;HZ-14950
CA-2015-131856;12.05.2015;17.05.2015;Standard Class;JG-15160
CA-2017-126634;30.03.2017;01.04.2017;Second Class;AB-10165
CA-2016-118500;17.11.2016;18.11.2016;First Class;HJ-14875
CA-2016-163951;30.12.2016;02.01.2017;First Class;CJ-11875
CA-2016-149916;22.12.2016;24.12.2016;Second Class;ED-13885
CA-2015-158918;20.12.2015;25.12.2015;Second Class;AI-10855
US-2014-159611;27.12.2014;01.01.2015;Second Class;KB-16315
CA-2017-163265;16.02.2017;21.02.2017;Standard Class;JS-16030
CA-2017-141705;24.10.2017;26.10.2017;First Class;PO-18850
CA-2016-112739;02.09.2016;07.09.2016;Second Class;RD-19810
CA-2016-143805;01.12.2016;03.12.2016;Second Class;JD-15895
CA-2014-133634;05.11.2014;10.11.2014;Standard Class;SR-20740
CA-2017-101665;25.11.2017;01.12.2017;Standard Class;TZ-21580
CA-2016-155446;16.12.2016;23.12.2016;Standard Class;TN-21040
CA-2017-137323;14.11.2017;18.11.2017;Second Class;PW-19030
CA-2016-144015;26.06.2016;26.06.2016;Same Day;AH-10075
CA-2014-101427;26.12.2014;30.12.2014;Standard Class;AY-10555
CA-2016-136770;14.08.2016;18.08.2016;Standard Class;SP-20650
CA-2016-118311;24.10.2016;28.10.2016;Standard Class;ED-13885
US-2014-112795;23.08.2014;28.08.2014;Second Class;CR-12625
CA-2017-127096;15.09.2017;17.09.2017;Second Class;CS-12400
CA-2017-119284;15.06.2017;20.06.2017;Standard Class;TS-21205
CA-2015-133494;01.03.2015;05.03.2015;Standard Class;RP-19390
CA-2016-111318;23.07.2016;26.07.2016;First Class;IL-15100
US-2014-132745;01.10.2014;05.10.2014;Standard Class;NF-18475
CA-2014-146815;08.09.2014;13.09.2014;Standard Class;PP-18955
CA-2014-119144;16.11.2014;18.11.2014;First Class;JD-16150
CA-2014-105648;03.03.2014;07.03.2014;Standard Class;EJ-14155
US-2015-145422;03.12.2015;07.12.2015;Standard Class;PW-19240
CA-2017-136623;11.07.2017;16.07.2017;Standard Class;TS-21430
CA-2017-121678;16.11.2017;20.11.2017;Second Class;BM-11650
CA-2016-120824;12.06.2016;16.06.2016;Second Class;AW-10930
US-2016-135209;29.12.2016;31.12.2016;Second Class;MH-17290
CA-2017-148145;18.03.2017;23.03.2017;Standard Class;SW-20275
CA-2015-103870;27.12.2015;31.12.2015;Standard Class;SP-20860
CA-2015-111017;31.07.2015;06.08.2015;Standard Class;SC-20695
CA-2017-116988;27.06.2017;29.06.2017;Second Class;PW-19030
US-2014-169390;07.02.2014;10.02.2014;Second Class;CS-12250
CA-2016-168774;04.09.2016;09.09.2016;Standard Class;RP-19855
CA-2017-161592;06.04.2017;10.04.2017;Standard Class;CS-12175
US-2017-131961;08.12.2017;11.12.2017;First Class;MJ-17740
CA-2016-102498;24.07.2016;25.07.2016;First Class;JG-15160
CA-2015-113222;09.11.2015;09.11.2015;Same Day;AG-10765
US-2015-144771;02.10.2015;04.10.2015;First Class;CK-12205
CA-2015-162376;22.11.2015;25.11.2015;Second Class;HD-14785
CA-2017-128076;02.02.2017;07.02.2017;Standard Class;BO-11350
US-2015-163825;16.06.2015;19.06.2015;First Class;LC-16885
CA-2016-105662;05.05.2016;09.05.2016;Standard Class;RB-19465
CA-2017-152198;09.09.2017;10.09.2017;First Class;JD-16015
CA-2016-114307;22.07.2016;26.07.2016;Standard Class;MF-17665
CA-2016-159891;31.01.2016;06.02.2016;Standard Class;BF-11170
CA-2016-112578;29.12.2016;02.01.2017;Standard Class;FO-14305
CA-2015-107083;21.11.2015;27.11.2015;Standard Class;BB-11545
CA-2015-151722;05.10.2015;09.10.2015;Standard Class;IL-15100
CA-2016-151148;12.09.2016;13.09.2016;Same Day;PO-19180
CA-2017-115882;14.09.2017;17.09.2017;First Class;DB-13555
CA-2015-132276;23.02.2015;28.02.2015;Standard Class;LC-16960
CA-2016-163636;05.12.2016;09.12.2016;Second Class;MP-18175
CA-2016-102813;02.07.2016;03.07.2016;First Class;EA-14035
CA-2017-135377;13.12.2017;18.12.2017;Standard Class;BP-11095
CA-2015-165813;20.03.2015;22.03.2015;Second Class;BM-11785
CA-2015-133585;01.03.2015;04.03.2015;First Class;CM-12715
CA-2016-116911;15.09.2016;20.09.2016;Standard Class;JD-16150
US-2017-129224;17.03.2017;23.03.2017;Standard Class;AS-10630
CA-2017-145765;28.05.2017;02.06.2017;Standard Class;CM-11815
CA-2017-126914;15.06.2017;19.06.2017;Standard Class;JE-15715
CA-2015-169572;06.09.2015;12.09.2015;Standard Class;AG-10525
CA-2017-162075;18.03.2017;24.03.2017;Standard Class;TT-21220
CA-2014-162992;19.12.2014;21.12.2014;First Class;BP-11095
CA-2016-106397;07.07.2016;13.07.2016;Standard Class;MJ-17740
US-2016-150140;06.04.2016;10.04.2016;Standard Class;VM-21685
CA-2014-116666;08.05.2014;10.05.2014;First Class;KT-16480
CA-2017-148992;23.11.2017;27.11.2017;Standard Class;CS-12250
CA-2016-140935;10.11.2016;12.11.2016;First Class;AB-10015
CA-2014-157644;31.12.2014;01.01.2015;First Class;AH-10030
US-2017-100398;19.08.2017;23.08.2017;Standard Class;DO-13435
CA-2016-113082;12.09.2016;16.09.2016;Standard Class;MC-17590
US-2017-110646;26.10.2017;31.10.2017;Standard Class;JF-15190
CA-2017-120614;30.05.2017;04.06.2017;Standard Class;SM-20950
US-2016-140172;08.03.2016;13.03.2016;Standard Class;SP-20650
CA-2015-127754;26.07.2015;31.07.2015;Standard Class;CK-12760
CA-2015-144274;23.11.2015;25.11.2015;Second Class;PW-19240
CA-2015-142930;28.11.2015;02.12.2015;Standard Class;EB-14170
CA-2017-100622;03.11.2017;07.11.2017;Standard Class;DK-13090
CA-2017-117156;21.03.2017;23.03.2017;Second Class;TB-21055
CA-2015-115399;19.12.2015;22.12.2015;First Class;AG-10900
US-2014-157847;02.04.2014;06.04.2014;Second Class;SC-20020
CA-2015-115168;05.06.2015;09.06.2015;Standard Class;BB-11545
CA-2014-109680;06.10.2014;09.10.2014;First Class;VP-21760
CA-2016-167983;21.08.2016;24.08.2016;Second Class;RP-19270
CA-2015-145324;15.11.2015;19.11.2015;Standard Class;DH-13675
CA-2015-153423;22.06.2015;27.06.2015;Standard Class;SW-20455
US-2017-132675;24.09.2017;28.09.2017;Standard Class;KF-16285
CA-2014-153808;06.04.2014;10.04.2014;Second Class;FH-14275
US-2016-112396;09.02.2016;13.02.2016;Standard Class;JR-16210
CA-2014-141173;18.11.2014;20.11.2014;Second Class;JC-16105
CA-2017-156664;18.12.2017;23.12.2017;Standard Class;BP-11290
CA-2015-140718;02.07.2015;04.07.2015;First Class;FA-14230
CA-2014-119977;08.10.2014;13.10.2014;Second Class;DN-13690
US-2015-115343;22.09.2015;25.09.2015;First Class;FO-14305
CA-2017-163671;24.12.2017;30.12.2017;Standard Class;DP-13105
CA-2017-135909;13.10.2017;20.10.2017;Standard Class;JW-15220
US-2017-114356;20.08.2017;26.08.2017;Standard Class;TT-21460
CA-2015-125934;11.09.2015;18.09.2015;Standard Class;SN-20560
CA-2015-158148;20.12.2015;26.12.2015;Standard Class;JM-15865
CA-2014-120411;20.09.2014;23.09.2014;First Class;SB-20185
CA-2016-158260;04.11.2016;08.11.2016;Standard Class;CC-12475
CA-2017-101805;01.12.2017;06.12.2017;Standard Class;SH-19975
US-2014-105137;10.10.2014;10.10.2014;Same Day;RB-19435
CA-2017-142489;14.11.2017;16.11.2017;Second Class;TC-21295
US-2016-141264;13.08.2016;19.08.2016;Standard Class;CT-11995
CA-2017-126928;17.09.2017;23.09.2017;Standard Class;GZ-14470
US-2015-107944;23.03.2015;25.03.2015;First Class;AM-10360
CA-2016-135594;30.06.2016;03.07.2016;Second Class;AH-10120
US-2017-115252;20.10.2017;25.10.2017;Standard Class;MY-18295
CA-2014-107398;25.08.2014;30.08.2014;Standard Class;BS-11590
CA-2014-169642;27.07.2014;30.07.2014;Second Class;BB-10990
CA-2017-103968;01.12.2017;07.12.2017;Standard Class;ML-17755
CA-2016-147256;17.10.2016;21.10.2016;Second Class;FC-14245
CA-2016-162159;16.09.2016;18.09.2016;First Class;CR-12625
CA-2015-111038;01.12.2015;06.12.2015;Standard Class;LC-16960
CA-2014-124723;05.08.2014;12.08.2014;Standard Class;GZ-14470
CA-2016-167241;15.08.2016;22.08.2016;Standard Class;BD-11320
CA-2015-163237;07.08.2015;09.08.2015;Second Class;EM-14095
CA-2016-150483;31.05.2016;04.06.2016;Standard Class;BP-11290
US-2016-126431;01.07.2016;01.07.2016;Same Day;SU-20665
CA-2016-139934;18.12.2016;20.12.2016;First Class;AY-10555
CA-2015-109603;26.01.2015;01.02.2015;Standard Class;EM-13825
CA-2017-160661;28.10.2017;01.11.2017;Standard Class;SA-20830
CA-2017-102610;04.11.2017;08.11.2017;Standard Class;CA-12265
US-2016-144057;09.05.2016;13.05.2016;Standard Class;CV-12805
CA-2014-160276;02.04.2014;08.04.2014;Standard Class;AH-10690
CA-2014-132983;28.04.2014;03.05.2014;Standard Class;DS-13180
CA-2016-145709;04.10.2016;08.10.2016;Standard Class;AH-10690
CA-2017-133928;11.06.2017;17.06.2017;Standard Class;ZC-21910
CA-2016-168032;30.01.2016;03.02.2016;Standard Class;DF-13135
CA-2015-143616;27.09.2015;29.09.2015;Second Class;SS-20140
US-2015-168704;13.04.2015;17.04.2015;Standard Class;FP-14320
CA-2017-143252;18.12.2017;24.12.2017;Standard Class;HE-14800
CA-2016-102134;14.03.2016;19.03.2016;Standard Class;SP-20545
CA-2017-130036;27.08.2017;27.08.2017;Same Day;BP-11185
